species,island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex
,,32.51,20.48,182.61,5663.46,
,,57.46,15.67,228.85,5918.6,
,,45.92,15.36,220.7,5860.84,
,,41.64,13.19,180.48,5636.95,
,,54.42,13.99,175.36,4401.57,
,,37.94,21.07,197.6,3023.63,
,,43.86,19.72,216.61,4938.3,
,,53.72,16,205.78,5639.03,
,,35.35,16.48,189.92,5165.25,
,,47.35,14.33,219.75,5762.03,
,,56.88,16.31,181.03,4578.88,
,,36.11,18.98,202.27,5076.15,
,,52.7,21.3,219.11,5945.77,
,,55.51,19.14,206.69,4445.22,
,,56.66,14.96,209.79,3470.98,
,,32.61,18.59,195.2,5952.96,
,,54.25,15.12,222.77,5950.65,
,,59.32,16.5,175.61,5999.01,
,,40.94,20.05,201.84,3403.49,
,,59.49,19.97,180.67,3656.1,
,,58.37,16.62,196.51,5537.84,
,,40.32,14.49,186.62,5213.92,
,,34.47,18.84,194.59,4758.41,
,,40.11,20.3,212.02,4442.67,
,,53.4,13.86,184.16,3810.01,
,,59.51,15.49,186.47,4421.71,
,,40.25,13.85,220.28,5554.38,
,,55.24,19.76,186.93,3960.82,
,,32.41,15.85,222.05,2770.55,
,,45.69,13.38,215.25,4192.33,
,,51.2,20.02,202.98,3706.7,
,,45.87,13.28,225.28,3733.97,
,,54.56,17.23,211.46,3611.78,
,,47.89,15.28,193.95,4276.39,
,,39.06,13.9,172.37,6093.62,
,,32.75,14.72,210.19,5381.19,
,,40.38,13.66,187.19,5407.78,
,,32.45,21.02,219.91,4170.02,
,,47.93,16.08,212.11,5301.92,
,,53.82,19.64,223.67,3285.48,
,,35.95,20.94,230.86,3135.14,
,,51.55,16.25,211.12,5125.01,
,,53.45,16.93,190.35,4858.46,
,,39.65,20.54,203.43,5897.04,
,,55.64,19.51,209.21,4709.67,
,,55.94,15.17,228.14,6106.76,
,,55.58,15.68,198.96,5832.94,
,,37.38,18.97,212.71,6241.13,
,,50.03,15.07,229.51,3768.71,
,,48.77,14.18,216.37,5591.41,
,,46.37,19.64,186.54,2793.45,
,,38.53,20.53,226.77,3551.81,
,,47.18,14.21,230.35,2876.93,
,,57.2,21,199.43,2762.41,
,,52.21,15.21,219.44,3678.73,
,,34.98,20.66,182.38,4289.25,
,,56.62,13.28,218.52,5260.18,
,,46.56,13.2,225.87,3916.61,
,,34.27,20.3,206.1,6261.31,
,,48.35,20.1,208.74,3275.68,
,,38.2,18.47,203.87,2824.29,
,,40.37,17.46,226.54,5369.78,
,,37.52,15.27,200.73,4857.53,
,,33.98,21.2,177.53,2784.54,
,,53.01,17.55,181.73,5321.59,
,,36.31,17.6,230.21,3640.52,
,,39.26,20.27,178.23,5123.73,
,,33.56,17.6,174.1,4832.55,
,,58.85,21.21,186.01,2814.97,
,,58.83,17.23,208.64,5755.81,
,,54.44,13.73,219.69,6035.61,
,,57.07,17.91,204.27,4712.76,
,,37.04,15.81,192.08,5348.56,
,,34.35,14.6,180.44,3881.81,
,,48.25,21.36,183,2824.58,
,,39.55,16.11,208.09,3449.75,
,,37.66,13.62,217.36,5268.88,
,,48.67,16.45,226.84,5004.89,
,,33.05,17.42,202.83,4625.09,
,,52.66,16.64,180.18,4386.99,
,,44.58,14.39,219.21,4060.97,
,,38.68,14.04,181.36,3892.25,
,,37.17,20.29,209.13,5588.75,
,,53.89,18.93,177.18,3252.16,
,,35.77,19.33,184.88,5510.06,
,,48.39,16.38,173.36,2883.52,
,,52.19,16.1,227.5,2815.04,
,,37.46,19.54,206.31,3124.11,
,,56.08,20.51,178.91,3475.01,
,,52.65,16.24,175.12,4938.51,
,,33.81,20.14,187.98,3968.07,
,,51.28,13.25,215.88,4889.12,
,,57.88,13.73,196.05,5824.31,
,,42.78,18.14,214.76,3959.97,
,,48.59,18.88,191.89,3793.25,
,,41.35,13.33,219.24,2914.4,
,,38.58,18.52,176.33,5003.57,
,,47.78,18.96,210.85,3144.58,
,,57.73,21.17,201.59,6000.36,
,,34.09,20.49,178.38,2906.79,
,,33.65,14.33,210.07,2830.32,
,,54.54,16.24,189.93,6273.42,
,,32.95,20.05,177.36,5092.64,
,,56.88,13.76,215.69,4310.61,
,,42.44,14.48,187.67,4122.13,
,,51.02,15.05,224.02,5156.12,
,,42.36,18.24,205.13,3169.66,
,,34.31,21.49,189.53,4309.59,
,,54.71,19.44,192.68,6110.65,
,,59.3,15.42,198.57,3553.48,
,,35.41,13.75,220.55,4992.36,
,,46.79,16.32,210.75,3544.47,
,,34.87,15.09,192.14,3142.95,
,,32.27,14.95,226.03,5076.23,
,,48.28,19.05,207.84,4229.09,
,,49.25,19.83,229.17,3159.26,
,,52.81,17.76,202.73,2972.37,
,,38.53,16.42,196.7,5797.5,
,,41.47,16.3,205.92,6214.51,
,,54.51,17.9,175.06,5388.36,
,,45.25,16.1,194.02,5640.4,
,,35.11,17.18,217.5,5955.85,
,,46.42,13.47,210.73,4455.19,
,,39.19,16.03,208.44,6260.52,
,,56.65,20.25,192.77,3973.48,
,,52.61,20.72,214.42,3996.68,
,,35.59,17.57,206.93,2926.93,
,,39.07,18.93,180.62,3333.95,
,,51.22,18.98,177.18,3585.26,
,,50.93,14.56,182.17,4276.53,
,,54.86,13.26,216.98,4571.34,
,,58.4,16.83,211.64,3682.65,
,,43.26,19.8,207.75,3730.27,
,,32.53,14.27,223.6,6110.41,
,,55.14,15.54,229.74,4373.18,
,,59.21,17.52,194.86,3799.55,
,,58.26,16.35,177.16,4774.03,
,,52.14,17.35,219.79,4053.65,
,,47.06,13.98,194.92,4931.37,
,,54.12,14.24,214.71,4287.49,
,,49.12,17.04,222.31,4892.44,
,,34.12,13.37,208.41,6170.69,
,,40.23,19.93,192.24,3527.12,
,,48.56,16.61,198.77,4932.98,
,,53.16,20.74,172.99,4687.17,
,,52.02,14.53,216.51,5299.46,
,,34.03,15.92,219.66,3334.12,
,,56.11,17.75,213.17,5495.61,
,,48.81,19.79,192.29,4817.79,
,,33.33,14.92,208.44,4545.49,
,,32.19,20.66,211.65,4112.4,
,,39.89,17.28,205.67,2932.08,
,,45.02,16.76,180.98,3139.38,
,,39.02,19.2,175.3,3918.5,
,,49.25,16,215.51,5872.17,
,,52.17,21.06,176.51,5578.4,
,,57.47,13.92,212.92,4174.34,
,,56.56,17.82,198.27,4923.04,
,,46.77,19.16,227.71,4634.03,
,,34.36,18.49,199.99,3222.46,
,,33.5,16.39,203.32,4424.76,
,,56.63,17.24,176.89,3004.99,
,,35.93,16.74,223.29,3049.03,
,,49.56,20.97,185.72,3895.97,
,,42.03,21.16,185.83,4341.21,
,,48.25,20.54,183.18,6218.22,
,,49.98,19.75,181.96,3848.81,
,,52.43,18.67,189.48,6206.02,
,,42.29,14.79,221.22,5534.77,
,,35.77,18.13,197.25,5002.83,
,,47.57,16.2,198.12,4280.9,
,,48.81,15.73,192.77,4253.12,
,,33.63,16.71,224.61,2778.89,
,,54.64,16.66,184.9,4154.99,
,,52.74,16.87,205.62,4381.35,
,,51.03,20.27,221.51,2800.95,
,,42.44,15.26,211.25,2747.81,
,,53.55,18.94,217.2,6025.22,
,,42.75,20.49,223.82,6216.15,
,,57.9,19.03,185.61,5429.57,
,,48.3,17.6,211.09,6007,
,,41.42,15.19,179.36,5584.61,
,,59.45,20.54,219.85,4058.78,
,,35.66,16.2,184.44,5889.97,
,,36.21,15.77,195.6,2854.66,
,,53.09,16.16,214.13,4476.25,
,,58.93,15.74,210.68,3395.19,
,,52.82,14.4,194.06,4333.3,
,,35.62,17.08,174.04,5690.49,
,,46.87,21.1,226.57,4734.77,
,,46.64,19.36,190.02,5441.66,
,,52.16,20.92,186.21,4085.19,
,,46.21,19.52,210.33,6167.3,
,,41.08,18.06,185.39,5549.93,
,,58.43,18,191.51,6262.31,
,,49.4,21.46,220.4,4633.47,
,,55.41,15.38,226.39,3295.46,
,,37.32,18.27,172.28,5175.39,
,,57.9,14.52,220.36,2962.27,
,,59.01,18.53,225.7,3817.83,
,,37.04,14.18,207.5,4049.99,
,,50.36,18.04,189.9,3372.91,
,,36.89,18.15,227.3,3513.17,
,,51.08,17.75,184.16,5001.71,
,,56.51,21.4,178.14,5250.98,
,,41.48,18.5,214.16,5678.51,
,,46.31,21.28,219.53,4648.9,
,,53.2,13.9,212.63,4178.74,
,,36.42,15.84,181.04,6174,
,,40.52,19.37,174.15,4306.45,
,,49.38,20.74,201.7,5272.48,
,,32.66,18.81,199.86,3204.03,
,,44,13.36,196.25,5686.99,
,,47.51,14.73,193.22,4905.33,
,,50.58,19.4,184.9,3080.06,
,,44.03,18.05,211.41,5386.43,
,,40.89,17.68,187.16,4623.98,
,,47.94,19.12,197.43,5011.26,
,,44.65,20.57,172.21,4311.21,
,,54.83,14.19,223.22,4994.43,
,,39.5,16.52,198.86,6121.87,
,,37.23,14.66,197.47,3733.77,
,,53.76,13.6,179.13,4083.75,
,,42.89,17.67,178.3,5680.98,
,,50.04,18.54,201.39,3041.72,
,,45.07,19.37,206.61,6218.22,
,,44.96,21.37,226.08,5335.89,
,,41.69,15.18,221.29,6147.1,
,,36.53,20.94,204.8,5616.68,
,,49.83,15.15,187.72,5805.25,
,,44.83,13.98,187.17,4674.52,
,,58.44,20.27,206.4,4319.86,
,,41.25,15.61,192.63,5094.01,
,,56.81,18.64,222.19,3150.47,
,,38.99,15.06,200.68,3433.96,
,,51.9,15.18,226.59,3264.73,
,,55.86,17.17,182.25,3392.01,
,,37.05,13.34,228.06,6221.35,
,,52.63,18.68,176.93,5249.46,
,,42.5,16.66,216.87,3441.46,
,,33.45,21.23,196.65,3282.7,
,,41.93,16.09,175.06,5761.9,
,,34.41,16.64,201.15,6261.58,
,,55.15,17.69,205.33,2916.6,
,,37.95,20.83,211.99,5201.51,
,,51.95,19.36,194.92,3032.33,
,,52.89,21.23,207.45,4089.71,
,,55.93,14.23,209.51,3707.24,
,,54.82,21.42,186.33,4807.05,
,,51.4,21.1,226.96,3279.65,
,,32.47,14.85,215.43,4179.54,
,,42.83,16.17,215.26,5023.87,
,,56.36,17.91,212.33,5765.3,
,,46.09,16.39,217.31,5546.65,
,,34.6,15.54,175.54,4353.49,
,,48.11,21.1,203.13,4216.5,
,,54.06,19.63,210.44,5946.79,
,,38.26,17.28,226.23,3533.29,
,,45.41,18.44,185.29,5442.4,
,,49.66,20.07,217.4,5138.12,
,,54.27,13.38,210.31,3880.4,
,,45.1,15.92,222.67,3651.79,
,,34.6,15.44,216.53,4883.44,
,,53.86,20,177.13,3429.12,
,,58.53,20.07,208.45,3818.33,
,,38.21,13.93,188.7,5472.07,
,,54.46,13.29,191.49,4885.89,
,,48.04,21.14,188.78,5974.79,
,,47.5,13.72,224.22,5331.94,
,,54.31,19.37,230.5,2882.66,
,,39.08,15.24,180.18,6285.58,
,,57.82,19.94,192.62,3880.77,
,,34.74,13.74,191.55,2852.74,
,,47.78,16.84,180.61,2762.75,
,,51.04,15.11,190.29,5057.34,
,,47.03,13.56,176.13,3999.87,
,,56.97,15.5,197.54,5489.86,
,,43.33,17.66,193.71,4243.69,
,,33.16,17.79,219.74,5083.22,
,,33.4,16.04,198.45,6299.05,
,,38.58,13.84,207.04,4001.74,
,,53.4,15.17,225.26,5483.16,
,,37.21,18.15,184.9,2851.34,
,,33.01,20.43,195.07,5570.85,
,,44.73,17.98,199.46,5347.92,
,,43.36,13.68,219.62,3949.02,
,,47.02,17.83,209.19,5735.39,
,,56.69,18.58,196.27,3251.91,
,,43.62,16.61,188.33,4540.49,
,,34.19,13.37,181.99,5144.33,
,,59.27,19.27,177.55,6106.13,
,,58.91,15.87,186.73,3922.91,
,,47.9,15.29,174.34,5494.78,
,,54,16.11,183.98,3265.93,
,,55.85,18.31,185.24,4238.17,
,,54.12,14.58,213.26,4423.71,
,,40.47,13.3,176.74,5778.83,
,,51.08,15.3,181.05,5728.89,
,,45.04,17.19,182.45,3870.99,
,,39.44,17.9,183.97,2957.99,
,,32.49,13.76,211.67,3264.37,
,,51.17,14.43,173.99,4631.57,
,,47.18,13.55,180.26,3452.28,
,,50.29,18.78,195.88,3747.23,
,,36.32,17.25,181.74,5306.84,
,,47.29,13.88,207.1,4140.78,
,,48.71,19.16,175.55,4600.98,
,,36.49,17.7,228.84,4170.43,
,,34.28,21.45,193.91,2799.23,
,,33.04,19.21,230.92,5243.35,
,,49.1,21.13,227.1,6260.09,
,,47.05,19.31,186.35,5339.72,
,,40.95,18.15,224.28,4850.66,
,,35.41,18.86,194.17,6100.99,
,,42.79,16.96,194.25,4242.94,
,,57.23,15.07,187.83,2767.83,
,,58.49,16.41,230.32,4593.75,
,,42.05,18.52,218.61,5067.11,
,,54.15,18.66,212.15,2823.21,
,,44.47,15.43,227.71,4051.73,
,,48.84,17.49,203.4,4638.08,
,,56.67,15.12,215.87,5007.75,
,,39.67,21.13,203.69,3992.71,
,,45.06,20.72,191.96,4562.18,
,,43.67,19.06,187.36,4879.49,
,,41.85,17.52,201.71,3787.18,
,,47.16,18.5,205.44,3456.7,
,,50.77,18.9,204.81,2910.67,
,,35.23,14.8,221.96,4337.67,
,,55.82,16.73,187.57,5084.59,
,,57,16.51,222.29,4424.66,
,,52.42,14.31,201,4402.45,
,,54.36,16.57,230.17,3687.19,
,,39.85,14.21,177.32,5361.01,
,,46.42,15.08,197.8,4292.57,
,,56.24,17.15,222.86,3069.55,
,,45.65,19.38,208.34,3252.16,
,,53.09,17.24,208.4,5233.92,
,,48.42,20.72,220.36,6022.84,
,,38.18,15.31,197.19,4646.96,
,,40.95,20.48,202.37,3078.5,
,,51.12,15,223.61,3185.15,
,,32.24,17.29,186.64,4605.48,
,,58.84,16.76,198.17,5779.42,
,,55.13,18.12,195.66,3425.66,
,,58.2,21.13,185.15,5386.65,
,,58.99,13.26,205.99,5386.44,
,,36.59,13.73,197.66,5139.46,
,,39.51,15.7,214.68,5141.58,
,,32.68,19.56,208.13,4918.64,
,,38.2,20.93,175.93,6206.83,
,,48.33,19.42,173.35,4218.06,
,,35.08,13.2,183.19,5874.91,
,,57.17,14.18,177.22,5446.66,
,,58,16.45,214.55,4960.85,
,,45.28,13.76,185.27,5380.33,
,,54.68,17.11,190.27,4586.67,
,,51.15,15.41,210.93,4569.29,
,,42.39,17.8,228.22,5874.86,
,,32.85,19.05,177.03,4324.9,
,,39.11,20.73,209.42,5521.95,
,,44.48,16.3,228.04,4386.66,
,,55.62,19.5,230.97,3538.24,
,,53.7,14.65,203.83,4196.87,
,,35.69,18.65,220.04,5911.52,
,,36.2,15.91,194.88,4794.73,
,,49.04,17.38,196.35,6277.69,
,,37.3,14.41,218.88,4772.02,
,,47.96,15.8,178.06,3451.37,
,,44.7,13.3,216.23,5374.91,
,,46.14,19.17,226.2,5307.36,
,,56.93,20.09,222.68,5402.64,
,,55.23,18.6,182.94,3002.93,
,,48.49,13.51,199.68,3898.85,
,,58.47,14.11,199.02,4877.29,
,,57.05,16.68,172.62,3123.57,
,,37.64,15.78,229.67,3734.64,
,,47.81,17.38,191.58,4863.97,
,,56.52,20.14,202.91,5962.8,
,,47.7,20.25,187.54,2996.04,
,,45.14,16.03,199.57,6173.57,
,,54.05,14.72,210.5,4542.13,
,,37.77,13.41,226.61,4523.09,
,,54.98,15.64,202.73,6033.22,
,,49.25,21.1,205.92,3909.63,
,,57.2,14.38,218.49,5670.35,
,,39.21,20.89,193.02,5442.33,
,,45.1,18.05,220.53,5143.3,
,,53.64,18.26,195.75,3238.75,
,,36.61,19.77,204.77,3021.15,
,,32.53,15.2,222.46,3240.68,
,,44.41,17.59,214.87,5052.68,
,,32.13,17.36,203.24,3388.35,
,,32.37,15.63,194.24,4229.81,
,,53.23,13.94,174.89,3696.06,
,,43.86,13.77,221.43,4119.46,
,,33.62,20.69,211.81,3467.78,
,,34.29,18.47,173.08,4564.77,
,,35.69,19.45,204.96,3734.1,
,,50.54,15.81,211.28,5979.99,
,,42.42,16.71,181.54,4759.82,
,,50.98,19.22,177.35,3808.03,
,,48.26,17.62,192.37,3788.83,
,,38.82,20.28,180.38,2895.02,
,,39.63,17.72,225.48,4409.56,
,,51.61,15.89,187.5,4609.45,
,,54.9,17.62,190.99,5469.5,
,,54.59,14.33,201.78,3871.8,
,,53.72,17.57,191.71,2888.25,
,,51.05,18.86,218.82,5195.59,
,,56.61,20.21,198.43,3886.94,
,,32.81,20.92,227.68,5638.39,
,,58.4,19.32,199.59,5480.13,
,,43.33,20.54,221.01,2981.44,
,,55.28,14.79,221.03,5023.69,
,,39.55,15.74,209.16,4888.72,
,,33.45,19.38,201.09,4241.18,
,,39.71,16.77,185.72,4546.73,
,,38.14,18.52,206.95,5382.04,
,,55.32,20.92,196.52,3431.47,
,,42.46,18.89,225.77,4904.49,
,,45.52,20.93,189.75,3930.2,
,,53.52,14.52,181.93,6231.93,
,,42.77,14.5,228.91,4004.39,
,,38.45,17.91,175.14,4498.62,
,,58.73,15.79,206.02,4452.78,
,,58.18,19.01,193.49,4669.28,
,,35.83,13.41,176.15,3913.84,
,,57.38,18.45,182.69,4632.31,
,,49.67,19.89,223.23,4481.58,
,,49.6,16.35,214.77,3658.49,
,,48.54,16.23,192.11,4204.33,
,,49.94,16.84,209.35,3946.84,
,,38.17,18.04,213.77,3195.99,
,,52.86,20.99,174.09,3430.73,
,,38.19,16.19,207.72,4153.24,
,,51.29,14.97,190.3,3433.71,
,,58.3,17.71,224.67,3299.23,
,,58.16,19.13,209.11,6043.87,
,,52.94,19.33,212.99,4287.35,
,,49.39,18.43,197.54,3895.84,
,,32.85,13.97,193.75,5316.98,
,,42.59,20.9,209.2,3563.8,
,,39.47,15.28,198.03,5638.48,
,,38.24,20.18,207.65,4843.99,
,,32.34,15.92,193.23,2882.22,
,,55.46,15.71,209.7,4139.59,
,,33.1,14.47,216.01,3696.39,
,,44.8,14.69,214.18,3546.5,
,,53.52,19.13,214.57,5757.43,
,,42.88,15.61,230.76,3810.75,
,,59.06,20.64,177.26,3296.96,
,,46.6,14.94,190.09,2949.47,
,,40.09,18.6,225.47,6061.79,
,,38.97,20.53,175.7,5326.67,
,,53.18,16.73,184.63,4164.71,
,,50.86,20.22,177.4,3151.01,
,,48.78,20.3,214.66,4505.26,
,,45.03,18.46,200.09,6243.03,
,,55.53,16.13,215.31,3977.9,
,,34.78,18.43,212.71,3687.55,
,,58.51,13.58,177.35,3534.72,
,,52.37,20.98,200.9,5309.72,
,,49.89,18.87,175.56,6217.15,
,,58.14,21.23,183.31,3767.8,
,,53.63,15.2,217.66,4136.48,
,,35.33,20.35,198.88,5086.14,
,,56.01,16.26,200.7,5934.2,
,,35.34,13.83,196.24,2817.3,
,,53.99,16.73,221.68,4287.89,
,,40.47,14.11,206.81,5072.91,
,,35.62,19.37,200.65,4185.16,
,,57.83,19.57,223.16,3100.26,
,,32.61,17.98,229.17,3748.17,
,,43.25,19.57,197.82,5985.64,
,,59.19,18.39,195.5,2987,
,,55.58,21.24,206.8,5907.92,
,,40.75,13.42,225.89,4528.6,
,,47.55,20.41,223.74,6251.09,
,,58.66,14.14,201.97,4341.9,
,,54.64,19.94,173.05,5312.68,
,,51.18,21.17,187.26,5923.08,
,,38.64,14.69,217.64,3465.11,
,,34.32,17.58,180.11,5460.02,
,,37.7,14.34,219.33,3903.62,
,,52.21,18.38,175.07,6091.6,
,,58.64,13.61,199.75,3234.13,
,,51.61,18.73,192.74,6040.78,
,,37.04,18.92,179.36,3758.23,
,,35.31,15.94,195.92,4663.59,
,,41.64,14.55,199.25,5024.32,
,,33.83,20.09,204.27,5376.15,
,,33.67,13.19,226.81,4683.16,
,,51.03,19.94,207.58,5935.09,
,,34.26,16.31,201.9,2911.81,
,,32.46,19.11,230.44,3880.9,
,,38.59,20.77,190.52,4010.67,
,,36.32,19.47,179.15,4892.85,
,,45.11,14.2,178.07,3990.98,
,,37.89,17.17,227.18,5393.56,
,,47.77,18.73,175.63,5713.74,
,,34.97,13.73,197.3,3059.95,
,,57.69,18.66,175,6064.99,
,,54.12,17.32,222.1,5608.4,
,,58.09,18.53,182.09,4616.09,
,,34.72,13.63,207.65,5322.4,
,,46.92,16.37,176.74,3515.47,
,,45.85,18.18,186.98,3765.44,
,,55.38,14.74,216.02,5690.16,
,,57.66,15.43,220.01,3972.11,
,,46.68,15.25,224.42,5687.75,
,,53.9,17.32,201.94,4595.05,
,,59.31,19.18,179.51,4445.35,
,,55.25,19.62,173.37,5298.46,
,,44.32,17.22,181.02,5733.89,
,,55,13.48,205.63,3253.1,
,,36.31,17.83,216.58,4588.6,
,,32.39,19.21,211.8,6121.94,
,,42.38,21.14,213.06,3110.72,
,,56.53,20.07,191.69,4369.8,
,,52.72,13.78,176.64,3761.29,
,,57.35,19.98,229.17,2959.15,
,,37.54,15.41,191.08,6223.14,
,,51.75,14.75,184.77,3077.92,
,,54.12,13.5,189.39,4562.72,
,,40.56,19.53,184.28,4705.21,
,,32.5,20.27,172.45,5646.52,
,,33.04,17.29,177.72,4020.05,
,,55.13,20.89,221.22,3983.19,
,,47.66,14.44,206.23,4517.89,
,,38.08,20.36,190.47,6120.84,
,,53.62,14.07,226.42,5238.92,
,,40.12,19.57,206.43,5558.65,
,,34.75,20.82,217.95,4378.82,
,,50.88,14.7,230.32,6106.26,
,,57.07,18.04,225.58,2868.28,
,,47.46,20.45,206.03,4856.85,
,,44.14,16.63,219.75,5151.45,
,,59.52,13.28,214.96,4721.61,
,,35.63,14.99,203.92,4795.14,
,,55.32,15.5,207.65,5863.86,
,,47.26,13.45,187.54,4816.61,
,,51.84,18.41,176.93,6030.16,
,,34.87,18.09,179.68,2721.78,
,,42.69,17.12,201.34,5947.49,
,,45.26,18.04,191.9,3514.02,
,,44.12,14.38,196.63,2795.11,
,,37.21,20.84,211,6111.43,
,,46.82,17.78,225.99,5476.65,
,,52.03,18.72,173.16,6082.3,
,,46.35,15.17,230.58,4022.77,
,,46.32,21.42,173.24,5081.86,
,,56.43,13.37,226.63,5065.01,
,,51.51,19.9,203.46,4163.9,
,,47.24,17.5,172.65,3039.24,
,,55.16,15.26,220.04,2943.8,
,,50.97,18.27,200.97,3552.49,
,,40.2,19.6,188.2,2779.8,
,,33.16,13.79,182.5,3278.54,
,,40.53,20.18,216.24,6295.57,
,,49.29,13.55,220.45,4314.49,
,,45.19,14.06,188.95,5058.92,
,,57.1,16.61,225.32,3901.6,
,,35.47,20.76,229.22,5244.12,
,,37.45,20.87,191.18,3784.42,
,,33.4,18.51,213.73,5075.29,
,,51.34,13.37,200.71,5179.51,
,,47.11,13.87,180.59,4592.62,
,,37.46,14.34,212.06,3362.1,
,,59.59,13.59,216.99,6220.74,
,,55.99,13.95,201.27,5500.62,
,,46.8,17.44,227.16,5328.58,
,,55.54,17.53,190.3,4257.2,
,,50.41,20.93,211.24,5900.47,
,,41.59,16.32,201.2,3174.55,
,,43.67,13.34,209.26,4694.77,
,,50.61,13.63,218.33,3809.48,
,,53.77,19.68,210.69,3846.88,
,,43.73,17.99,228.6,5461.17,
,,50.18,15.28,198.16,4222.96,
,,38.21,14,172.05,3391.51,
,,58.49,19.22,203.1,3395.78,
,,43.3,20.37,220.55,3435.86,
,,38.3,20.54,182.35,4624.17,
,,52.47,16.15,192.3,4624.64,
,,56.69,17.67,173.23,5185.84,
,,58.28,21.09,214.87,3542.87,
,,33.17,13.82,187.19,4323.85,
,,39.83,13.72,194.36,5882.82,
,,54.33,16.72,203.52,5909.21,
,,39.74,18.77,189.03,3983.31,
,,59.23,13.53,195.63,4552.45,
,,45.3,13.71,177.3,3545.81,
,,49.51,13.39,204.56,4670.04,
,,47.19,20.72,181.48,3069.11,
,,46.2,20.82,215.11,5346.23,
,,40.89,18.6,228.71,2791.72,
,,49.39,16.4,180.71,5923.61,
,,35,16.03,230.03,4935.65,
,,56.01,15.98,180.41,4449.49,
,,38.92,18.93,215.02,5562.85,
,,34.11,19.78,217.06,4347.07,
,,32.81,19.66,214.14,4753.8,
,,56.72,19.83,191.7,4744.44,
,,50.6,20.72,225.96,5584.2,
,,56.6,14.12,198.09,4514.28,
,,55.1,16.63,206.72,5034.86,
,,34.62,13.41,176.31,2974.3,
,,43.56,19.7,184.53,3313.05,
,,41.53,19.35,215.42,5318.78,
,,42.68,14.08,199.62,5842.31,
,,47.76,15.68,187.02,3815.5,
,,58.89,18.71,211.47,4832.82,
,,36.77,19.72,206.48,3567.4,
,,56.23,19.78,229.07,5620.29,
,,42.98,18.26,223.2,5845.16,
,,56.67,18.67,197.82,6064.5,
,,38.21,18.45,178.85,4933.09,
,,38.18,21.29,224.19,6157.93,
,,35.39,16.49,196.43,4475.98,
,,38.63,19.69,205,3585.89,
,,58.11,19.12,207.8,6178.92,
,,47.6,15.56,222.27,5159.6,
,,47.78,20.18,183.08,5856.24,
,,49.51,16.44,185.85,3963.2,
,,52.12,21.17,190.5,4413.2,
,,52.82,17.82,218,4600.32,
,,39.41,20.17,203.75,6280.46,
,,47.77,15.16,208.01,3655.58,
,,56.29,19.13,183.66,6118.11,
,,57.2,17.19,188.71,5990.06,
,,51.93,16.65,176.69,4594.07,
,,38.66,14.37,202.54,4040.48,
,,42.42,18.54,191.82,3852.42,
,,49.83,16.97,216.28,5686.76,
,,54.76,15.47,173.39,3399.83,
,,55.11,15.7,223.23,3699.08,
,,47.71,16.08,185.05,3367.01,
,,33.62,20.53,218.84,3371.29,
,,57.93,18.5,227.87,3578.69,
,,43.61,17.89,178.7,4655.27,
,,36.19,18.73,216.85,6083.84,
,,45.69,16.19,173.19,4210.61,
,,38.98,21.31,184.94,5224.75,
,,57.7,19.57,216.86,4892.9,
,,52.04,15.54,215.76,5908.43,
,,48.78,20.82,224.26,4304.78,
,,51.43,14.16,218.58,3207.61,
,,32.62,16.86,225.39,3714.07,
,,55.64,16.06,221.39,3682,
,,50.47,20.82,230.34,3917.98,
,,50.63,17.75,227.05,4690.13,
,,40.6,19.94,220.2,5377.05,
,,32.17,15.01,215.06,3037.25,
,,53.69,15.16,205.12,2947.75,
,,45.6,19.33,199.91,5269.15,
,,36.61,15.86,200.16,2989.64,
,,37.81,19.74,225.73,4828.14,
,,42.96,16.01,194.01,3897.03,
,,33.26,16.11,185.81,4174.86,
,,56.67,19.21,192.99,5973.61,
,,37.21,13.28,199.57,4036.91,
,,57.72,14.35,177.09,3245.21,
,,47.12,19.03,220.53,5385.31,
,,37.32,19.55,175.26,3538.86,
,,49.2,20.75,203.09,3181.12,
,,42.99,18.49,174.51,4446.07,
,,56.87,17.85,181.52,3656.82,
,,41.35,16.55,228.5,5675.24,
,,53.44,13.36,215.31,3490.13,
,,45.02,17.47,199.63,2983.78,
,,35.2,13.39,198.37,4333.25,
,,51.27,15.15,190.25,4813.14,
,,36.73,21.4,210.24,4566.61,
,,42.74,19.05,180.26,3178.84,
,,40.38,14.58,223.34,2806.11,
,,36.11,21.48,216.27,2832.01,
,,59.38,19.32,197.99,6218.61,
,,54.02,14.58,217.97,4715.09,
,,50.44,19.26,199.82,3493.9,
,,53.12,19.73,182.99,3821.54,
,,51.44,19.31,206.26,6211.44,
,,43.29,13.62,216.05,4828.93,
,,46.05,19.19,227.85,3357.72,
,,59.13,13.5,173.96,5861,
,,32.72,16.59,200.91,4849.5,
,,57.1,20.24,194.23,5407.7,
,,53.33,13.5,223.03,5031.04,
,,37.24,19.45,223.61,5086.66,
,,44.81,18.69,196.56,3460.7,
,,35.84,17.14,215.81,5608.61,
,,55.63,20.68,207.95,6029.55,
,,39.19,17.74,173.57,4114.08,
,,56.09,18.42,214.21,4611.23,
,,50.7,17.56,215.6,4463.39,
,,57.69,13.22,206.39,5484.06,
,,54.15,15.61,222.24,4137.01,
,,59.28,13.58,204.94,3554.29,
,,47.2,18.07,210.24,5489.35,
,,38.26,16.18,201.46,6104.37,
